"Inner_Iter",    "Time(sec)"   ,    "rms[Rho]"    ,       "CD"       ,       "CL"       ,       "CMz"      
         311,      0.6665870595,      -8.065971808,   0.0004124469809,       0.264429851,    -0.00117002411
         312,       0.666353088,      -8.074410155,   0.0004191215627,      0.2644528493,   -0.001160509119
         313,       0.666069113,      -8.086585085,   0.0004240754953,      0.2644783198,   -0.001152548273
         314,      0.6660365698,      -8.101495998,    0.000427211024,      0.2645044019,   -0.001146699519
         315,      0.6664362242,      -8.117494704,   0.0004285218652,      0.2645292426,   -0.001143360823
         316,      0.6663950214,      -8.132477559,   0.0004280821134,      0.2645511404,   -0.001142740155
         317,      0.6676612762,      -8.144343465,    0.000426033595,      0.2645686747,   -0.001144840388
         318,      0.6665871249,      -8.151666679,   0.0004225724426,      0.2645808098,   -0.001149460887
         319,      0.6670314251,      -8.154268304,   0.0004179348917,      0.2645869655,     -0.0011562171
         320,      0.6687783755,      -8.153292874,   0.0004123830328,      0.2645870428,   -0.001164576599
         321,      0.6689187474,      -8.150732038,   0.0004061924972,      0.2645814053,   -0.001173906085
         322,      0.6694056033,      -8.148746529,   0.0003996430055,      0.2645708245,   -0.001183523412
         323,      0.6706130527,       -8.14915172,   0.0003930107603,      0.2645563976,   -0.001192750574
         324,      0.6704901679,      -8.153170625,   0.0003865615897,      0.2645394434,   -0.001200964271
         325,      0.6713354891,      -8.161370845,    0.000380544654,      0.2645213867,   -0.001207640445
         326,      0.6710818352,      -8.173671049,   0.0003751867107,       0.264503642,   -0.001212389288
         327,      0.6702258621,      -8.189353319,   0.0003706865939,      0.2644875057,   -0.001214978185
         328,      0.6692078622,      -8.207088784,   0.0003672095772,      0.2644740644,   -0.001215341416
         329,      0.6695709356,      -8.225047299,   0.0003648815843,       0.264464126,   -0.001213576818
         330,      0.6698888827,       -8.24118922,   0.0003637834366,      0.2644581754,   -0.001209930407
         331,      0.6706758306,      -8.253773311,   0.0003639456057,       0.264456358,   -0.001204770255
         332,      0.6706328092,      -8.261929946,   0.0003653446035,      0.2644584921,   -0.001198551028
         333,      0.6709710262,       -8.26597792,   0.0003679023772,      0.2644641098,   -0.001191772308
         334,      0.6702563565,      -8.267262423,   0.0003714889522,      0.2644725198,   -0.001184936124
         335,      0.6694913916,      -8.267638748,   0.0003759274849,      0.2644828829,   -0.001178508583
         336,      0.6691994873,      -8.268929017,   0.0003810013506,      0.2644942914,   -0.001172888104
         337,      0.6699644078,      -8.272567357,    0.000386463479,      0.2645058467,   -0.001168381476
         338,      0.6699388177,      -8.279449909,   0.0003920477713,        0.26451673,   -0.001165188701
         339,      0.6691273157,      -8.289907814,    0.000397481924,      0.2645262608,   -0.001163397293
         340,      0.6694736694,       -8.30372281,   0.0004025009668,      0.2645339381,   -0.001162985919
         341,      0.6687052263,       -8.32015059,   0.0004068608603,      0.2645394631,   -0.001163836393
         342,      0.6679358165,      -8.337967559,   0.0004103514236,      0.2645427435,   -0.001165752209
         343,      0.6670172468,       -8.35559438,   0.0004128078343,      0.2645438797,    -0.00116848144
         344,      0.6669699162,       -8.37135503,   0.0004141200254,      0.2645431364,   -0.001171741826
         345,      0.6663655497,      -8.383871685,   0.0004142393001,      0.2645409029,   -0.001175246153
         346,      0.6657198188,      -8.392472819,   0.0004131812944,      0.2645376437,   -0.001178726003
         347,      0.6664731272,      -8.397403341,   0.0004110245549,      0.2645338479,   -0.001181951733
         348,      0.6668946128,      -8.399706391,   0.0004079048846,      0.2645299792,   -0.001184746623
         349,      0.6665729276,       -8.40085903,   0.0004040064624,      0.2645264356,   -0.001186994272
